elegacy_school_id,school_name,school_city,school_state,school_country,professor_id,professor_legacy_id,first_name,last_name,department,avg_rating,avg_difficulty,num_ratings,would_take_again_percent,is_saved
,Simon Fraser University,,,,VGVhY2hlci0xNzIxMDI0,1721024,Behraad,Bahreyni,Engineering,3.8,3.6,22,61.5385,False
,Simon Fraser University,,,,VGVhY2hlci0xNzc4NzY0,1778764,Weiran,Sun,Mathematics,3,4.4,54,43.9024,False
,Simon Fraser University,,,,VGVhY2hlci0xNjI0NDc1,1624475,Pamela,Stern,Health Science,2.5,3.6,33,26.6667,False
,Simon Fraser University,,,,VGVhY2hlci0xMjgyMjUz,1282253,Olga,Shipulina,Education,2.7,3.8,25,43.4783,False
,Simon Fraser University,,,,VGVhY2hlci0zMTM3Nw==,31377,Gary,Teeple,Social Science,4.2,3,54,85.7143,False
,Simon Fraser University,,,,VGVhY2hlci0yMDAzNTc1,2003575,Kathleen ,Millar ,Sociology,4.2,3.2,13,90.9091,False
,Simon Fraser University,,,,VGVhY2hlci01Mzc3NDQ=,537744,Daniel B.,Leznoff,Chemistry,3.8,3.8,110,74.7253,False
,Simon Fraser University,,,,VGVhY2hlci0yMTYyMA==,21620,Howard,Trottier,Physics,4.1,2.9,109,63.4146,False
,Simon Fraser University,,,,VGVhY2hlci0zMDg3Mjg3,3087287,Farhad,Shahryarpoor,Economics,1,5,1,0,False
,Simon Fraser University,,,,VGVhY2hlci0yMjk5MTI=,229912,Jerry,Sheppard,Business Administration,3.1,2.7,39,69.2308,False
,Simon Fraser University,,,,VGVhY2hlci0zMDY4NTgx,3068581,Ryan,Lundell- Creagh,Psychology,3.8,2.7,6,83.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yODczMjkx,2873291,Xue Bin,Peng ,Computer Science,4.5,3,4,100,False
,Simon Fraser University,,,,VGVhY2hlci0xMTA0OTgw,1104980,Andrea,Tagliasacchi,Computer Science,5,4,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0yODg5ODQ0,2889844,Natalya,Alonso,Business Administration,5,2.5,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0zMDg2ODE2,3086816,Sam,Rayner,Business Administration,1,3,1,0,False
,Simon Fraser University,,,,VGVhY2hlci0xNzEzMDk3,1713097,Antone,Minard,Humanities,4,3.3,37,74.1935,False
,Simon Fraser University,,,,VGVhY2hlci05Nzg4OTU=,978895,Gaelle,Planchenault,French,2.5,3.6,35,25,False
,Simon Fraser University,,,,VGVhY2hlci0xNjQzNzAz,1643703,Ivelina,Tchizmarova,Not Specified,2,3,3,50,False
,Simon Fraser University,,,,VGVhY2hlci0zMDI5NzIx,3029721,Jas,Morgan,Communication,2.3,3.7,3,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yNDc0NDU1,2474455,Megan,Giroux,Psychology,3.7,3.7,3,66.6667,False
,Simon Fraser University,,,,VGVhY2hlci0yMzYwODU4,2360858,Joyce,Schneider,Indigenous Studies,2.2,3.7,39,28.2051,False
,Simon Fraser University,,,,VGVhY2hlci00MzE4MTE=,431811,Boxin,Tang,Statistics,3.8,2.6,37,90,False
,Simon Fraser University,,,,VGVhY2hlci0xMjYwODQw,1260840,Beth,Marshall,Education,4.9,2.7,29,100,False
,Simon Fraser University,,,,VGVhY2hlci0xNjk4MTg0,1698184,Nicholas,Dulvy,Biology,2.8,3.1,22,50,False
,Simon Fraser University,,,,VGVhY2hlci0xMjExNzU4,1211758,Susan,Barber,Education,2.2,2.8,11,16.6667,False
,Simon Fraser University,,,,VGVhY2hlci0yMDQ3NzE3,2047717,Sabine,Betts,Physics,4,2.7,17,77.7778,False
,Simon Fraser University,,,,VGVhY2hlci0zMDY1NDYy,3065462,Joel,Akinwumi,Languages,4.5,1.5,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0yMzU0NjI=,235462,Nancy,Hedberg,Linguistics,2.9,2.6,28,28.5714,False
,Simon Fraser University,,,,VGVhY2hlci0xODE1Nzg2,1815786,David,Burley,Archaeology,2.7,3.9,13,57.1429,False
,Simon Fraser University,,,,VGVhY2hlci0yOTUyNTUx,2952551,Fatemeh,Beik,Mathematics,1.5,4.5,46,13.0435,False
,Simon Fraser University,,,,VGVhY2hlci02NTg5MQ==,65891,Michael,Maraun,Psychology,3.9,3.8,38,85.7143,False
,Simon Fraser University,,,,VGVhY2hlci0yNjc5OTI3,2679927,Bing,Lu,Geography,5,1,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNDI4MjA1,2428205,Naghmeh,Babaee,Education,2.3,4.2,6,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci00Mjg5NQ==,42895,Rolf,Mathewes,Biology,2.9,3.1,51,25.9259,False
,Simon Fraser University,,,,VGVhY2hlci00MzI2MDI=,432602,Paul,Crowe,Humanities,3.8,3.3,24,75,False
,Simon Fraser University,,,,VGVhY2hlci0yMjk2MDk1,2296095,Robert,Williamson,Education,4,3,4,75,False
,Simon Fraser University,,,,VGVhY2hlci0zMDc3ODQ5,3077849,Samantha,Vries,Criminology,2.3,4.3,4,25,False
,Simon Fraser University,,,,VGVhY2hlci0yODc0Ng==,28746,Curt,Griffiths,Criminal Justice,4.6,2.1,74,100,False
,Simon Fraser University,,,,VGVhY2hlci0zMDE5MzY1,3019365,Rachelle ,Louden ,Criminal Justice,5,2.4,5,100,False
,Simon Fraser University,,,,VGVhY2hlci0xNDYzNjIw,1463620,Simin,Bagheri Najmi,Physics,3.3,3.1,53,52.2727,False
,Simon Fraser University,,,,VGVhY2hlci0yNTQ5NzQ3,2549747,Margaret,Grant,Cognitive Science,2.8,3.6,32,46.875,False
,Simon Fraser University,,,,VGVhY2hlci0yMzcxNDUx,2371451,Sara,Doering,Criminology,4.1,3.7,14,78.5714,False
,Simon Fraser University,,,,VGVhY2hlci0yMzM4NjY3,2338667,Claire,Carolan,Education,3,3.8,4,50,False
,Simon Fraser University,,,,VGVhY2hlci05NjMzNjI=,963362,Valorie,Crooks,Geography,3.3,3,10,66.6667,False
,Simon Fraser University,,,,VGVhY2hlci0zMDM2Mjk2,3036296,amanda,zacharuk,Biomedical Physiology & Kinesiology,2.7,3.8,6,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yNzA5NzU5,2709759,John,Pickering,Geography,3,4,4,50,False
,Simon Fraser University,,,,VGVhY2hlci05Njg5MQ==,96891,David,Muraki,Mathematics,2.4,4.3,92,38.7097,False
,Simon Fraser University,,,,VGVhY2hlci02MTE5MDA=,611900,Natalia,Kouzniak,Mathematics,3.7,3.8,53,56.5217,False
,Simon Fraser University,,,,VGVhY2hlci0yNTk3MjEw,2597210,Darren,Fleet,Communication,3.4,3.3,19,57.8947,False
,Simon Fraser University,,,,VGVhY2hlci03NDg5NTE=,748951,Toby,Donaldson,Computer Science,3.5,3,69,68.5185,False
,Simon Fraser University,,,,VGVhY2hlci0yMjc5ODM4,2279838,Suzanna,Michener,Criminology,3.6,3.4,56,67.8571,False
,Simon Fraser University,,,,VGVhY2hlci01NzkyMA==,57920,Christopher,Kennedy,Biology,3.6,3.2,93,96.4286,False
,Simon Fraser University,,,,VGVhY2hlci0xMTYzMTA2,1163106,Cedric,Chauve,Mathematics,2.3,4,95,70.3704,False
,Simon Fraser University,,,,VGVhY2hlci0yOTMwMTky,2930192,Katty,Wang,Business Administration,3.5,2.7,29,58.6207,False
,Simon Fraser University,,,,VGVhY2hlci0xMDkwNDcy,1090472,Michael,Walsh,Kinesiology,2.6,3.7,96,40.3509,False
,Simon Fraser University,,,,VGVhY2hlci04ODI3Mzk=,882739,Cameron,Forde,Chemistry,2,3.8,96,5.5556,False
,Simon Fraser University,,,,VGVhY2hlci0yNTE5MzQ0,2519344,Mahatelge,Peiris,Statistics,4.8,2.6,5,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNTc4Mjgw,2578280,Barbara,Sanders,Statistics,5,2,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNDgwNDY0,2480464,Jason,Brown,Humanities,2,5,2,0,False
,Simon Fraser University,,,,VGVhY2hlci0zMDc0ODc5,3074879,Sara,Anwar,Business Administration,4,4,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0yODk3ODg4,2897888,Amy,Lee,Biochemistry,3.5,2.5,4,50,False
,Simon Fraser University,,,,VGVhY2hlci0zOTM3MTY=,393716,Dennis,Sandgathe,Archaeology,4,2.8,177,67.7083,False
,Simon Fraser University,,,,VGVhY2hlci0xMTIxNDcx,1121471,Tim,Beischlag,Health Science,2.9,3.2,19,53.8462,False
,Simon Fraser University,,,,VGVhY2hlci0zMTQ4MTE=,314811,Peter,Tingling,Business Administration,3.2,3.6,112,50,False
,Simon Fraser University,,,,VGVhY2hlci0yMzk1Nzc4,2395778,Hazra,Imran,Computer Science,2.7,3.6,100,41,False
,Simon Fraser University,,,,VGVhY2hlci0yNTE3ODUz,2517853,James,Kelleher,English,1.7,4.1,15,13.3333,False
,Simon Fraser University,,,,VGVhY2hlci0xNzA1OTg=,170598,Bob,Russell,Mathematics,2.6,3.6,33,100,False
,Simon Fraser University,,,,VGVhY2hlci0yOTg5OTI4,2989928,AJ,Withers,Gender Studies,4.5,2.5,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNjgyODQ0,2682844,Pamela,Glatt,Criminology,3.4,2.9,43,60.4651,False
,Simon Fraser University,,,,VGVhY2hlci0xMjY3NzAy,1267702,Herbert,Tsang,Computer Science,1.9,3.8,198,14.1732,False
,Simon Fraser University,,,,VGVhY2hlci0yMDI2MDk1,2026095,Alison,Dean,English,4.3,3.2,106,91.2621,False
,Simon Fraser University,,,,VGVhY2hlci05NzU3Nw==,97577,Nicole,Didicher,English,3.3,3,105,44,False
,Simon Fraser University,,,,VGVhY2hlci0xMjIzNjI1,1223625,Vicki,Marlatt,Biology,4.6,2.5,12,87.5,False
,Simon Fraser University,,,,VGVhY2hlci0yNzA3MzQ0,2707344,Gulnaz,Anjum,Psychology,4.3,3.3,58,81.0345,False
,Simon Fraser University,,,,VGVhY2hlci0zNzE5ODg=,371988,Leah,Bendell-Young,Biology,2.7,2.7,89,46.1538,False
,Simon Fraser University,,,,VGVhY2hlci0yODEwNDY3,2810467,Xingdong,Yang,Computer Science,2.9,4.1,16,50,False
,Simon Fraser University,,,,VGVhY2hlci0yMTYzNDAz,2163403,Vienna,Lam,Criminology,4.7,2.7,31,93.5484,False
,Simon Fraser University,,,,VGVhY2hlci0xNzg1MTEw,1785110,Rémi,Léger,Political Science,4.7,2.5,15,100,False
,Simon Fraser University,,,,VGVhY2hlci0yODkzMjEz,2893213,Kam,Phung,Business Administration,4.8,2.5,8,100,False
,Simon Fraser University,,,,VGVhY2hlci05Njc3NzM=,967773,Harald,Hutter,Biology,3.4,3.7,35,60,False
,Simon Fraser University,,,,VGVhY2hlci0yNjEzNTAz,2613503,Kevin,Schnepel,Economics,4.8,2.2,6,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNzY1NDI4,2765428,Jason,Proulx,Psychology,5,2.5,32,100,False
,Simon Fraser University,,,,VGVhY2hlci0xODA1MTYz,1805163,Melanie,Cassidy,Art & Design,4.5,2.1,16,93.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yOTY0OTU3,2964957,Kiyip,Yee,History,2.7,2.8,6,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yOTUzMjMz,2953233,Alice,Airola,Criminal Justice,3,4,2,50,False
,Simon Fraser University,,,,VGVhY2hlci0xMDc1MDY4,1075068,Isabelle,Cote,Biology,4.2,3.2,35,55.5556,False
,Simon Fraser University,,,,VGVhY2hlci0xMDEwNTA2,1010506,Genevieve,Fuji-Johnson,Political Science,3.4,3.4,38,71.4286,False
,Simon Fraser University,,,,VGVhY2hlci0yNjgyMDIz,2682023,Elis,Vllasi,Political Science,3.2,2.8,17,47.0588,False
,Simon Fraser University,,,,VGVhY2hlci01ODUxMg==,58512,Martin,Ester,Computer Science,2.7,3.1,45,57.6923,False
,Simon Fraser University,,,,VGVhY2hlci02MTg3NTY=,618756,Inigo,Novales-Flamarique,Biology,2.8,4.2,40,41.1765,False
,Simon Fraser University,,,,VGVhY2hlci0yNTU0MDQ5,2554049,Lance,Castonguay,Education,3.9,2.7,9,77.7778,False
,Simon Fraser University,,,,VGVhY2hlci0yNjAzMzAw,2603300,Victoria,Guyevskey,Mathematics,3.4,2.8,8,62.5,False
,Simon Fraser University,,,,VGVhY2hlci0yOTkwMw==,29903,Kevin,Cameron,Geology,3.4,3.2,71,41.1765,False
,Simon Fraser University,,,,VGVhY2hlci0yNDczMjY3,2473267,Ahmed,Al-Rawi,Communication,3.7,3.2,14,71.4286,False
,Simon Fraser University,,,,VGVhY2hlci0yMzkwNDEx,2390411,Christine,Pitt,Marketing,5,2.3,3,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNjYzMzkw,2663390,Timothy,Beischlag,Health Science,4.3,3.3,3,66.6667,False
,Simon Fraser University,,,,VGVhY2hlci0zMDU5NTQz,3059543,Bee,Brigidi,History,3.5,1.5,2,50,False
,Simon Fraser University,,,,VGVhY2hlci0zMDIwMDUz,3020053,Victor,Lozano,Economics,5,3,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNjI5MTIw,2629120,Sonja,Isberg,Statistics,5,2.2,59,100,False
,Simon Fraser University,,,,VGVhY2hlci01MjY4NDM=,526843,Jiangchuan,Liu,Computer Science,3.3,2.7,47,66.6667,False
,Simon Fraser University,,,,VGVhY2hlci0yODAxOTAx,2801901,Richard,Wong,Accounting,5,2.5,4,100,False
,Simon Fraser University,,,,VGVhY2hlci0yMDI2NDg3,2026487,Samuel,Black,Philosophy,4.3,2.3,14,85.7143,False
,Simon Fraser University,,,,VGVhY2hlci0yNTA0NDI3,2504427,Keyvan,Khoroush,Chemistry,2.6,4,5,40,False
,Simon Fraser University,,,,VGVhY2hlci0yNjQxMA==,26410,Neil,Alberding,Physics,3,2.7,109,50,False
,Simon Fraser University,,,,VGVhY2hlci0yNzY5OTYx,2769961,Vivian,Neal,Engineering,2,4,1,0,False
,Simon Fraser University,,,,VGVhY2hlci0yODc3Mw==,28773,Roxanne,Panchasi,History,4.2,3.1,79,70,False
,Simon Fraser University,,,,VGVhY2hlci0yODY3OTU4,2867958,Lyana,Patrick,Health Science,5,1.7,3,100,False
,Simon Fraser University,,,,VGVhY2hlci0xNDc0NDE4,1474418,Nilima,Nigam,Mathematics,2.4,4.2,40,35.4839,False
,Simon Fraser University,,,,VGVhY2hlci03ODIwMDk=,782009,Geoff,Mann,Geography,4.8,2.6,36,100,False
,Simon Fraser University,,,,VGVhY2hlci0xNjcwMzYy,1670362,Kirsten,Zickfeld,Geography,3.7,3.1,16,63.6364,False
,Simon Fraser University,,,,VGVhY2hlci0yNjcwODIy,2670822,Eva,Snirer,Geography,2.2,3,9,44.4444,False
,Simon Fraser University,,,,VGVhY2hlci0yOTQ0MTky,2944192,Laurie,Darcus,Anthropology,1,4.5,2,0,False
,Simon Fraser University,,,,VGVhY2hlci0yNjU0MjU1,2654255,Cary,Campbell,Education,4.7,2.3,27,92.5926,False
,Simon Fraser University,,,,VGVhY2hlci0yMDY1NTg3,2065587,Sam,Thiara,Business Administration,4.3,2.6,84,84.058,False
,Simon Fraser University,,,,VGVhY2hlci0xODI0MTE0,1824114,Joshua,Boitnott,Economics,3.7,3.8,46,71.4286,False
,Simon Fraser University,,,,VGVhY2hlci0yNzgwMjg1,2780285,Chelsea,Little,Environmental Science,4.8,2.4,5,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNTM3MTQy,2537142,Anushay,Malik,Labor Studies,4.5,3.1,35,94.2857,False
,Simon Fraser University,,,,VGVhY2hlci0yNjM4NTE2,2638516,Jake,Levinson,Mathematics,4.8,3.6,22,95.4545,False
,Simon Fraser University,,,,VGVhY2hlci0xNTg5OTcy,1589972,Christiana,Miewald,Geography,2.9,3.3,11,60,False
,Simon Fraser University,,,,VGVhY2hlci0yNTU4Mjg3,2558287,Kate,Dilworth,Business Administration,4.8,2.3,6,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNzg0MTAw,2784100,Alex,King,Philosophy,5,3,4,100,False
,Simon Fraser University,,,,VGVhY2hlci03NTQwMA==,75400,Stephen,Spector,Business Administration,3.6,2.6,76,80,False
,Simon Fraser University,,,,VGVhY2hlci01MjA2NzY=,520676,Tim,Schwartz,Statistics,1.7,4.5,48,5.7143,False
,Simon Fraser University,,,,VGVhY2hlci0xMzMwNzc3,1330777,Mark,Pickup,Political Science,3.1,3,22,46.1538,False
,Simon Fraser University,,,,VGVhY2hlci0zMDMyMTk0,3032194,Michael,Gilraine,Economics,5,2.5,4,100,False
,Simon Fraser University,,,,VGVhY2hlci0zMDUyNDg5,3052489,Kelly,Cardwell,Business Administration,2,2,2,0,False
,Simon Fraser University,,,,VGVhY2hlci0zMDYyOTc1,3062975,Vahid,Hosseini,Engineering,2,4,1,0,False
,Simon Fraser University,,,,VGVhY2hlci0xMTgxNjkx,1181691,Nicole,Berry,Health Science,3.3,3.1,35,50,False
,Simon Fraser University,,,,VGVhY2hlci02NTM0OTY=,653496,Mirza Faisal,Beg,Engineering,4.6,2.4,32,92.8571,False
,Simon Fraser University,,,,VGVhY2hlci01NjI5MzI=,562932,Uwe,Glaesser,Computer Science,2.7,2.8,16,37.5,False
,Simon Fraser University,,,,VGVhY2hlci0xMTA2OTg2,1106986,Tamir,Moustafa,International Studies,4,3.5,31,55.5556,False
,Simon Fraser University,,,,VGVhY2hlci0zMDYyMDA2,3062006,Jordan,Jutras,Business Administration,5,2,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNjI4MDY=,262806,Zuo-Guang,Ye,Science,2.8,3,28,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNjg2NTA4,2686508,Lindsay,Hedden,Health Science,4.6,3.3,7,85.7143,False
,Simon Fraser University,,,,VGVhY2hlci01Mzg1NA==,53854,Kevin,Wainwright,Economics,2.5,3.4,78,25.9259,False
,Simon Fraser University,,,,VGVhY2hlci0xODAyOTcz,1802973,Mary,Gillies,English,3.6,3.1,8,85.7143,False
,Simon Fraser University,,,,VGVhY2hlci0yMTYzNjc1,2163675,Cluny,South,Business Administration,2.9,3.5,20,40,False
,Simon Fraser University,,,,VGVhY2hlci0yNjU3Nzg3,2657787,Connie,Wai Liu,Business Administration,1.6,3.2,13,15.3846,False
,Simon Fraser University,,,,VGVhY2hlci0zMDU4MTUy,3058152,Laura,Farres,Education,5,1,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0yODYxMTUx,2861151,Mitsu ,Feng,Business Administration,2.3,1.7,3,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0zMDU3OTg2,3057986,Yifang,Yuan,Linguistics,3,2,1,0,False
,Simon Fraser University,,,,VGVhY2hlci0yNDU2NzQw,2456740,Eman,Nasr,Business Administration,2.6,3.6,14,42.8571,False
,Simon Fraser University,,,,VGVhY2hlci0yODEwNDQy,2810442,Iouri,Pankrats,Linguistics,4.5,3,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0xMjUyNTcx,1252571,Andrew,Wister,Gerontology,4.3,2.9,28,81.25,False
,Simon Fraser University,,,,VGVhY2hlci0zMDU2MTE3,3056117,Mohammad,Soltanshah,Engineering,5,2,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0yMzg3NDIz,2387423,Hartse,Joel Heng,Writing,4.9,2.1,17,94.1176,False
,Simon Fraser University,,,,VGVhY2hlci0xNTcyMDk3,1572097,Ken,Zupan,Not Specified,3.4,2.3,13,58.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yODE5MTU4,2819158,Aneesh,Sharma,Business Administration,2.2,2.4,12,25,False
,Simon Fraser University,,,,VGVhY2hlci0yNDM4ODQx,2438841,Rosemary,Collard,Geography,4.4,3.1,9,88.8889,False
,Simon Fraser University,,,,VGVhY2hlci0yODk4MjYx,2898261,Jason ,Peng,Computer Science,4.5,3,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0yMTUyOTk=,215299,Helen,Leung,Women's Studies,4.5,2.4,51,85.1852,False
,Simon Fraser University,,,,VGVhY2hlci0yNDMzMTM2,2433136,Anita,Tino,Engineering,4.6,4.1,21,90.4762,False
,Simon Fraser University,,,,VGVhY2hlci0yMzA0NDAx,2304401,Joseph,Clark,Culinary Arts,3.6,2.6,5,60,False
,Simon Fraser University,,,,VGVhY2hlci0xMjAwMjA0,1200204,Deanna,Reder,English,2.9,3,37,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yMjczNDgy,2273482,Amanda,Watson,Sociology & Anthropology,4.3,3.1,28,75,False
,Simon Fraser University,,,,VGVhY2hlci01NDU2NDQ=,545644,Rosalie,Tung,International Business,3.3,3.3,11,50,False
,Simon Fraser University,,,,VGVhY2hlci0xMTQyMTcx,1142171,Steven,Weldon,Political Science,3.4,3.9,46,71.4286,False
,Simon Fraser University,,,,VGVhY2hlci00MzI0MjQ=,432424,Gerardo,Otero,Sociology,3.3,3.5,30,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0zMDExMjcw,3011270,Jingzhou,Na,Mathematics,4.9,2.9,7,100,False
,Simon Fraser University,,,,VGVhY2hlci0zMDIzODAw,3023800,Richard,Rigby,Psychology,1,4.5,2,0,False
,Simon Fraser University,,,,VGVhY2hlci00ODMwMzA=,483030,Sheri,Fabian,Criminal Justice,3.5,3.4,124,37.037,False
,Simon Fraser University,,,,VGVhY2hlci0yMzE0MA==,23140,Tsuyoshi,Kawasaki,Political Science,3.3,2.9,57,45.4545,False
,Simon Fraser University,,,,VGVhY2hlci04NjkxMjM=,869123,Kristin,Dust,Economics,3.6,2.7,54,60.8696,False
,Simon Fraser University,,,,VGVhY2hlci0yOTI5NTgw,2929580,Jas,Dhahan,Mathematics,4.5,3.3,6,100,False
,Simon Fraser University,,,,VGVhY2hlci0zMDIzMDM4,3023038,Alexa,Manuel,English,4.5,1,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0zMDQwOTA5,3040909,Emmeline,Hoogland,Education,2,3,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0xNDIzNjkw,1423690,Tbd,Tbd,Not Specified,4.8,2.8,5,100,False
,Simon Fraser University,,,,VGVhY2hlci0yOTcyNjAz,2972603,Caterina,Ramogida,Chemistry,5,2,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0zMDIwODY4,3020868,Valentina ,Martinoia,Anthropology,5,1,1,100,False
,Simon Fraser University,,,,VGVhY2hlci03MDgzOTc=,708397,Michael,Everton,English,4.7,3.4,144,93.4426,False
,Simon Fraser University,,,,VGVhY2hlci0yODEwNTg1,2810585,Pulindu,Ratnasekera,Statistics,1.3,4.4,38,7.8947,False
,Simon Fraser University,,,,VGVhY2hlci0xMzA5ODc1,1309875,Bianjun,Xia,Economics,3,3.9,14,50,False
,Simon Fraser University,,,,VGVhY2hlci0yNDg1MTIx,2485121,Amarpreet,Rattan,Mathematics,2.6,3.9,13,46.1538,False
,Simon Fraser University,,,,VGVhY2hlci0yOTM5NDc4,2939478,Srividhya,Mouli,Management,3,2.5,2,50,False
,Simon Fraser University,,,,VGVhY2hlci0xNTk4MzE1,1598315,Brian,Thomas,Political Science,2,3.4,77,20,False
,Simon Fraser University,,,,VGVhY2hlci0xMDU3NTEz,1057513,Dal Yong,Jin,Communication,3.7,2.5,31,86.6667,False
,Simon Fraser University,,,,VGVhY2hlci0yODg4ODUy,2888852,Laura ,Tate,Resource Management,2.3,3,3,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0zMDAwNzQy,3000742,Sadri,Mohamad,Business Administration,1.6,4.4,7,14.2857,False
,Simon Fraser University,,,,VGVhY2hlci0xNTMxMDcx,1531071,Seong-Jun,Choi,Economics,3.6,3.6,151,57.8125,False
,Simon Fraser University,,,,VGVhY2hlci0yNTcyMDU4,2572058,Adam,Blanchard,Psychology,3.3,3.7,24,66.6667,False
,Simon Fraser University,,,,VGVhY2hlci0yNDAxNjk2,2401696,Ted,Wisniewski,Art,3.7,3.4,14,64.2857,False
,Simon Fraser University,,,,VGVhY2hlci05NzIwMTU=,972015,Steven,Hill,Theater,3.4,3.6,5,50,False
,Simon Fraser University,,,,VGVhY2hlci0yOTg5NTQx,2989541,Salar,Ghotb,Business Administration,2,3.5,2,50,False
,Simon Fraser University,,,,VGVhY2hlci0yOTUyNjg4,2952688,Alexander ,Beams,Mathematics,4.8,2.9,25,100,False
,Simon Fraser University,,,,VGVhY2hlci0yODYwNzY3,2860767,Andrés,Cisneros-Montemayor,Resource Management,4.5,3,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0yODYwMTE1,2860115,Connor,MacMillan,Criminal Justice,5,3,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0yNjkwMDE3,2690017,Zhenman,Fang,Engineering,2.9,3.6,18,44.4444,False
,Simon Fraser University,,,,VGVhY2hlci0yNzg4ODk2,2788896,Ronaldo,Au-Yeung,Political Science,4.5,2.5,2,100,False
,Simon Fraser University,,,,VGVhY2hlci0yOTg1NzA1,2985705,Hoi-Kwan (Kero),Lau,Physics,1,4.6,9,0,False
,Simon Fraser University,,,,VGVhY2hlci0yMjM5MjM0,2239234,Bob,Gill,Computer Science,2.6,3.1,28,42.8571,False
,Simon Fraser University,,,,VGVhY2hlci0yOTg5NzM4,2989738,Sophie,Wilkinson,Environmental Resources,2,4.3,6,33.3333,False
,Simon Fraser University,,,,VGVhY2hlci0yMzE2NTE=,231651,Maureen,Hoskyn,Education,2.2,3.6,56,11.1111,False
,Simon Fraser University,,,,VGVhY2hlci0yNjQwNzQ4,2640748,Alaa,Alameldeen,Computer Science,4.8,3.2,30,100,False
,Simon Fraser University,,,,VGVhY2hlci0yODg0ODg2,2884886,Lawrence,Kim,Computer Science,3,3,4,50,False
,Simon Fraser University,,,,VGVhY2hlci0zMDM3MDYz,3037063,Felix,Tang,Marketing,3,3,1,100,False
,Simon Fraser University,,,,VGVhY2hlci0xNzIwMjAx,1720201,Shirin,Golchi,Statistics,1.9,3,11,0,False
,Simon Fraser University,,,,VGVhY2hlci02MTA3Mw==,61073,Junjie,Liu,Economics,3.5,3,167,72.093,False
,Simon Fraser University,,,,VGVhY2hlci0yNzQwMg==,27402,Tracy,Brennand,Geography,3.6,4,31,75,False
,Simon Fraser University,,,,VGVhY2hlci04MDI3Mzk=,802739,Paul,Kingsbury,Geography,4.4,2.9,29,85.7143,False
,Simon Fraser University,,,,VGVhY2hlci0yODY5OTAx,2869901,Elisha,Are,Mathematics,4.2,2.8,40,82.5,False
,Simon Fraser University,,,,VGVhY2hlci01OTM3Mg==,59372,Johnny,Jermias,Accounting,2.8,3.3,31,25,False
,Simon Fraser University,,,,VGVhY2hlci0yNDE1MTEw,2415110,Scott,Neufeld,Psychology & Sociology,4.1,2.9,21,80.9524,False
,Simon Fraser University,,,,VGVhY2hlci0xMjAyMw==,12023,Yourie,Pankratz,Languages,3.1,2.5,189,31.0345,False
,Simon Fraser University,,,,VGVhY2hlci0yMzkxOTIy,2391922,MacKay,Altman,Statistics,2,3,3,0,False
,Simon Fraser University,,,,VGVhY2hlci0zMDMwMTU2,3030156,Zahra,Borghei,Business Administration,2.5,3,2,50,False
,Simon Fraser University,,,,VGVhY2hlci0yNTU3MTUz,2557153,Amir,Amintabar,Business Administration,3.6,3.7,9,66.6667,False
,Simon Fraser University,,,,VGVhY2hlci01ODY1OQ==,58659,Allan,Matadeen,Business Administration,3.3,3.6,262,37.5,False
,Simon Fraser University,,,,VGVhY2hlci0yNTAxMjYy,2501262,Putu,Duff,Health Science,4,3.8,4,75,False
,Simon Fraser University,,,,VGVhY2hlci0zNDQ4Ng==,34486,Veselin,Jungic,Mathematics,3.7,3.4,283,50.3817,False
